Serial,Aspect,Opinion(List)
550,标准,太小_豪华_不错_好_
550,大床,不错_好_
550,服务,好_
551,酒店,太有_入_住_比较简陋_贵_
551,服务员,太有_入_住_比较简陋_贵_
551,服务,太有_入_住_比较简陋_贵_
551,态度,太有_入_住_比较简陋_贵_
551,礼貌,入_住_比较简陋_贵_
551,房间,比较简陋_贵_
551,房间,贵_
551,价钱,贵_
552,湖景房,很不错_也收拾_很干净_就是_稍旧_
552,景色,很不错_也收拾_很干净_就是_稍旧_
552,酒店,也收拾_很干净_就是_稍旧_
552,里面,也收拾_很干净_就是_稍旧_
552,设施,稍旧_
552,交通,很方便_太贵_到_坐_很方便_
552,厦门市,太贵_到_坐_很方便_
552,出租车,太贵_到_坐_很方便_
552,酒店,到_坐_很方便_
552,景点,坐_很方便_
552,公交车,很方便_
552,饭店,很一般_比较少_都是_重复_
552,早餐,很一般_比较少_都是_重复_
552,选择,比较少_都是_重复_
553,四星,没按摩_倒是_有_
553,标准,没按摩_倒是_有_
553,热水,
554,饭店,非常服务_周到_快速有_服务_有_星级_要_表扬_
554,效率,服务_有_星级_要_表扬_
554,态度,有_星级_要_表扬_
554,水平,要_表扬_
555,优点,非常好_很热情_没有_特地帮_从别出弄_来_房送_比较有_不错_有_也算_方便_送_很棒_非常丰盛_都有_很快_极差_被_隔壁_说话_吵醒_在装修_就开工_完全睡_不着_没有小_没有_稍有陈旧_还行_
555,大堂,非常好_很热情_没有_特地帮_从别出弄_来_房送_比较有_不错_有_也算_方便_送_很棒_非常丰盛_都有_很快_极差_被_隔壁_说话_吵醒_在装修_就开工_完全睡_不着_没有小_没有_稍有陈旧_还行_
555,客房部,非常好_很热情_没有_特地帮_从别出弄_来_房送_比较有_不错_有_也算_方便_送_很棒_非常丰盛_都有_很快_极差_被_隔壁_说话_吵醒_在装修_就开工_完全睡_不着_没有小_没有_稍有陈旧_还行_
555,服务,非常好_很热情_没有_特地帮_从别出弄_来_房送_比较有_不错_有_也算_方便_送_很棒_非常丰盛_都有_很快_极差_被_隔壁_说话_吵醒_在装修_就开工_完全睡_不着_没有小_没有_稍有陈旧_还行_
555,冰箱,特地帮_从别出弄_来_房送_比较有_不错_有_也算_方便_送_很棒_非常丰盛_都有_很快_极差_被_隔壁_说话_吵醒_在装修_就开工_完全睡_不着_没有小_没有_稍有陈旧_还行_
555,冰块,房送_比较有_不错_有_也算_方便_送_很棒_非常丰盛_都有_很快_极差_被_隔壁_说话_吵醒_在装修_就开工_完全睡_不着_没有小_没有_稍有陈旧_还行_
555,特色,房送_比较有_不错_有_也算_方便_送_很棒_非常丰盛_都有_很快_极差_被_隔壁_说话_吵醒_在装修_就开工_完全睡_不着_没有小_没有_稍有陈旧_还行_
555,大床,房送_比较有_不错_有_也算_方便_送_很棒_非常丰盛_都有_很快_极差_被_隔壁_说话_吵醒_在装修_就开工_完全睡_不着_没有小_没有_稍有陈旧_还行_
555,茶香,比较有_不错_有_也算_方便_送_很棒_非常丰盛_都有_很快_极差_被_隔壁_说话_吵醒_在装修_就开工_完全睡_不着_没有小_没有_稍有陈旧_还行_
555,枕,比较有_不错_有_也算_方便_送_很棒_非常丰盛_都有_很快_极差_被_隔壁_说话_吵醒_在装修_就开工_完全睡_不着_没有小_没有_稍有陈旧_还行_
555,杂志,比较有_不错_有_也算_方便_送_很棒_非常丰盛_都有_很快_极差_被_隔壁_说话_吵醒_在装修_就开工_完全睡_不着_没有小_没有_稍有陈旧_还行_
555,意思,不错_有_也算_方便_送_很棒_非常丰盛_都有_很快_极差_被_隔壁_说话_吵醒_在装修_就开工_完全睡_不着_没有小_没有_稍有陈旧_还行_
555,地理,不错_有_也算_方便_送_很棒_非常丰盛_都有_很快_极差_被_隔壁_说话_吵醒_在装修_就开工_完全睡_不着_没有小_没有_稍有陈旧_还行_
555,位置,不错_有_也算_方便_送_很棒_非常丰盛_都有_很快_极差_被_隔壁_说话_吵醒_在装修_就开工_完全睡_不着_没有小_没有_稍有陈旧_还行_
555,周围,有_也算_方便_送_很棒_非常丰盛_都有_很快_极差_被_隔壁_说话_吵醒_在装修_就开工_完全睡_不着_没有小_没有_稍有陈旧_还行_
555,家乐福,也算_方便_送_很棒_非常丰盛_都有_很快_极差_被_隔壁_说话_吵醒_在装修_就开工_完全睡_不着_没有小_没有_稍有陈旧_还行_
555,购物,也算_方便_送_很棒_非常丰盛_都有_很快_极差_被_隔壁_说话_吵醒_在装修_就开工_完全睡_不着_没有小_没有_稍有陈旧_还行_
555,广场,也算_方便_送_很棒_非常丰盛_都有_很快_极差_被_隔壁_说话_吵醒_在装修_就开工_完全睡_不着_没有小_没有_稍有陈旧_还行_
555,交通,也算_方便_送_很棒_非常丰盛_都有_很快_极差_被_隔壁_说话_吵醒_在装修_就开工_完全睡_不着_没有小_没有_稍有陈旧_还行_
555,早餐,很棒_非常丰盛_都有_很快_极差_被_隔壁_说话_吵醒_在装修_就开工_完全睡_不着_没有小_没有_稍有陈旧_还行_
555,自助餐,非常丰盛_都有_很快_极差_被_隔壁_说话_吵醒_在装修_就开工_完全睡_不着_没有小_没有_稍有陈旧_还行_
555,中西式,都有_很快_极差_被_隔壁_说话_吵醒_在装修_就开工_完全睡_不着_没有小_没有_稍有陈旧_还行_
555,加菜,很快_极差_被_隔壁_说话_吵醒_在装修_就开工_完全睡_不着_没有小_没有_稍有陈旧_还行_
555,速度,很快_极差_被_隔壁_说话_吵醒_在装修_就开工_完全睡_不着_没有小_没有_稍有陈旧_还行_
555,缺点,极差_被_隔壁_说话_吵醒_在装修_就开工_完全睡_不着_没有小_没有_稍有陈旧_还行_
555,隔音,极差_被_隔壁_说话_吵醒_在装修_就开工_完全睡_不着_没有小_没有_稍有陈旧_还行_
555,客人,说话_吵醒_在装修_就开工_完全睡_不着_没有小_没有_稍有陈旧_还行_
555,酒店,在装修_就开工_完全睡_不着_没有小_没有_稍有陈旧_还行_
555,冰箱,没有_稍有陈旧_还行_
555,电视,没有_稍有陈旧_还行_
555,卫星,稍有陈旧_还行_
555,频道,稍有陈旧_还行_
555,设施,稍有陈旧_还行_
555,马桶,稍有陈旧_还行_
555,毛巾,稍有陈旧_还行_
556,酒店,没有_不方便_
556,位置,没有_不方便_
556,附近,没有_不方便_
556,商业,不方便_
556,网点,不方便_
556,房间,不干净_
556,墙壁,不干净_
556,厕所,不干净_
556,早餐,不提供_
556,车,需_只能_去_吃_付费_
556,店,只能_去_吃_付费_
556,餐厅,
556,早餐,
556,厨房,付费_就有_附送_就没有_
556,早餐,就没有_
557,房间,有些陈旧_
557,设施,有些陈旧_
557,欣慰,是_还可以_
557,宽带,还可以_
557,速度,还可以_
557,宾馆,感谢_也会_努力_欢迎_再次光临_惠顾_
557,反馈,感谢_也会_努力_欢迎_再次光临_惠顾_
557,宽带,也会_努力_欢迎_再次光临_惠顾_
557,认可,也会_努力_欢迎_再次光临_惠顾_
557,方面,也会_努力_欢迎_再次光临_惠顾_
558,北站,长途_很近_很干净_不含_相对没有_
558,客运站,很近_很干净_不含_相对没有_
558,房间,很干净_不含_相对没有_
558,早餐,相对没有_
558,房价,相对没有_
558,竞争力,
559,服务,太旧_旋转_不转_欠_很差_
559,餐厅,不转_欠_很差_
559,早餐,欠_很差_
559,服务员,欠_很差_
559,钱,很差_
560,优点,很舒服_软_
560,床,很舒服_软_
560,硬适,
560,房间,比较干净_
560,景观,可以_
560,地区,方便_有_
560,周围,有_
560,超市,
560,酒楼,
560,缺点,太小_不足_
560,房间,太小_不足_
560,走道,不足_
560,浴室,很臭_难以忍受_估计_是_没搞好_
560,厕所,很臭_难以忍受_估计_是_没搞好_
560,排水道,没搞好_
560,沼气,
560,味,
560,服务,一般_不让_信用卡_预付_要_一次性结账_非常奇怪_
560,托收,要_一次性结账_非常奇怪_
560,装修,过于简陋_不高_应该_
560,性价比,不高_应该_
560,酒店,应该_
560,等级,
560,北京,方便_是_不会_再次入住_
560,大学,方便_是_不会_再次入住_
560,酒店,
561,位置,太好_打_到_不是_
561,关系,太好_打_到_不是_
561,时间,太好_打_到_不是_
561,车,不是_
561,酒店,
561,错,
562,携程,并不高_
562,点评,并不高_
562,酒店,并不高_
562,期望,并不高_
562,星级,还有_应该_可以_接受_
562,差距,应该_可以_接受_
562,吉林,应该_可以_接受_
562,酒店,好像没_合适_吃_烤肉_一般_
562,饭店,吃_烤肉_一般_
562,酒店,吃_烤肉_一般_
562,巴西,烤肉_一般_
562,地方,一般_
562,水平,一般_
562,卫生间,确实小_
563,农历,预订_还是住_就走_感觉_净洁_较简陋_十分混乱_入住_还可以_理解_out_唯一_有_使_用_下订_做_不了_取消_害_苦等_很重视_服务_唯一可_取_是_不错_很礼貌_不考虑_再入住_
563,太太,预订_还是住_就走_感觉_净洁_较简陋_十分混乱_入住_还可以_理解_out_唯一_有_使_用_下订_做_不了_取消_害_苦等_很重视_服务_唯一可_取_是_不错_很礼貌_不考虑_再入住_
563,标间,还是住_就走_感觉_净洁_较简陋_十分混乱_入住_还可以_理解_out_唯一_有_使_用_下订_做_不了_取消_害_苦等_很重视_服务_唯一可_取_是_不错_很礼貌_不考虑_再入住_
563,房间,感觉_净洁_较简陋_十分混乱_入住_还可以_理解_out_唯一_有_使_用_下订_做_不了_取消_害_苦等_很重视_服务_唯一可_取_是_不错_很礼貌_不考虑_再入住_
563,洗手间,较简陋_十分混乱_入住_还可以_理解_out_唯一_有_使_用_下订_做_不了_取消_害_苦等_很重视_服务_唯一可_取_是_不错_很礼貌_不考虑_再入住_
563,设备,较简陋_十分混乱_入住_还可以_理解_out_唯一_有_使_用_下订_做_不了_取消_害_苦等_很重视_服务_唯一可_取_是_不错_很礼貌_不考虑_再入住_
563,前台,十分混乱_入住_还可以_理解_out_唯一_有_使_用_下订_做_不了_取消_害_苦等_很重视_服务_唯一可_取_是_不错_很礼貌_不考虑_再入住_
563,管理,十分混乱_入住_还可以_理解_out_唯一_有_使_用_下订_做_不了_取消_害_苦等_很重视_服务_唯一可_取_是_不错_很礼貌_不考虑_再入住_
563,Check,入住_还可以_理解_out_唯一_有_使_用_下订_做_不了_取消_害_苦等_很重视_服务_唯一可_取_是_不错_很礼貌_不考虑_再入住_
563,in,入住_还可以_理解_out_唯一_有_使_用_下订_做_不了_取消_害_苦等_很重视_服务_唯一可_取_是_不错_很礼貌_不考虑_再入住_
563,人数,还可以_理解_out_唯一_有_使_用_下订_做_不了_取消_害_苦等_很重视_服务_唯一可_取_是_不错_很礼貌_不考虑_再入住_
563,Check,out_唯一_有_使_用_下订_做_不了_取消_害_苦等_很重视_服务_唯一可_取_是_不错_很礼貌_不考虑_再入住_
563,原因,唯一_有_使_用_下订_做_不了_取消_害_苦等_很重视_服务_唯一可_取_是_不错_很礼貌_不考虑_再入住_
563,刷卡机,有_使_用_下订_做_不了_取消_害_苦等_很重视_服务_唯一可_取_是_不错_很礼貌_不考虑_再入住_
563,问题,使_用_下订_做_不了_取消_害_苦等_很重视_服务_唯一可_取_是_不错_很礼貌_不考虑_再入住_
563,信用卡,下订_做_不了_取消_害_苦等_很重视_服务_唯一可_取_是_不错_很礼貌_不考虑_再入住_
563,订金,做_不了_取消_害_苦等_很重视_服务_唯一可_取_是_不错_很礼貌_不考虑_再入住_
563,质素,唯一可_取_是_不错_很礼貌_不考虑_再入住_
563,酒店,唯一可_取_是_不错_很礼貌_不考虑_再入住_
563,处,是_不错_很礼貌_不考虑_再入住_
563,房间,不错_很礼貌_不考虑_再入住_
563,服务,不错_很礼貌_不考虑_再入住_
563,房间,很礼貌_不考虑_再入住_
563,服务员,很礼貌_不考虑_再入住_
564,入住,给_仅供_参考_提前预订_曾打_申明_需要_接机_托_找_没找到_来接_
564,经历,给_仅供_参考_提前预订_曾打_申明_需要_接机_托_找_没找到_来接_
564,酒店,曾打_申明_需要_接机_托_找_没找到_来接_
564,电话,申明_需要_接机_托_找_没找到_来接_
564,下机,托_找_没找到_来接_
564,老公,托_找_没找到_来接_
564,行李,找_没找到_来接_
564,前前后后,找_没找到_来接_
564,师傅,
564,无奈,只得_叫上_前往_好_距离_不算_太远_只花_就开始_后悔_是_有_内在_已陈旧_进_没有服务生_过来_帮忙_提行_却熟视无睹_
564,出租车,前往_好_距离_不算_太远_只花_就开始_后悔_是_有_内在_已陈旧_进_没有服务生_过来_帮忙_提行_却熟视无睹_
564,旅游,只花_就开始_后悔_是_有_内在_已陈旧_进_没有服务生_过来_帮忙_提行_却熟视无睹_
564,公司,只花_就开始_后悔_是_有_内在_已陈旧_进_没有服务生_过来_帮忙_提行_却熟视无睹_
564,车,只花_就开始_后悔_是_有_内在_已陈旧_进_没有服务生_过来_帮忙_提行_却熟视无睹_
564,进饭店,就开始_后悔_是_有_内在_已陈旧_进_没有服务生_过来_帮忙_提行_却熟视无睹_
564,酒店,是_有_内在_已陈旧_进_没有服务生_过来_帮忙_提行_却熟视无睹_
564,年头,内在_已陈旧_进_没有服务生_过来_帮忙_提行_却熟视无睹_
564,外表,内在_已陈旧_进_没有服务生_过来_帮忙_提行_却熟视无睹_
564,设施,已陈旧_进_没有服务生_过来_帮忙_提行_却熟视无睹_
564,酒店,没有服务生_过来_帮忙_提行_却熟视无睹_
564,李,却熟视无睹_
564,旁边,却熟视无睹_
564,房间,太小_还要_让_失望_所谓_高_房充_只能_算_普通_
564,想象,还要_让_失望_所谓_高_房充_只能_算_普通_
564,人,失望_所谓_高_房充_只能_算_普通_
564,级客,房充_只能_算_普通_
564,单间,
564,水果,是_小_小_
564,苹果,小_
564,香蕉,
564,鲜花,没见到_就是_免费赠送_
564,原因,
564,计较,怎么说_也算是_送_
564,早餐,也许是_早要_赶去_打包_送到_来_单调_只能_是_充饥_
564,丽江,打包_送到_来_单调_只能_是_充饥_
564,原因,打包_送到_来_单调_只能_是_充饥_
564,服务生,打包_送到_来_单调_只能_是_充饥_
564,房间,来_单调_只能_是_充饥_
564,馒头,单调_只能_是_充饥_
564,类,单调_只能_是_充饥_
564,东东,单调_只能_是_充饥_
564,酒店,比较近_一样_不敢_恭维_也是_大_让_感觉_是_所以提醒_一定要_早到_误机_便是_入住_感受_只停留_真的是_很差_实在是_有待_
564,机场,比较近_一样_不敢_恭维_也是_大_让_感觉_是_所以提醒_一定要_早到_误机_便是_入住_感受_只停留_真的是_很差_实在是_有待_
564,昆明,一样_不敢_恭维_也是_大_让_感觉_是_所以提醒_一定要_早到_误机_便是_入住_感受_只停留_真的是_很差_实在是_有待_
564,交通,一样_不敢_恭维_也是_大_让_感觉_是_所以提醒_一定要_早到_误机_便是_入住_感受_只停留_真的是_很差_实在是_有待_
564,咱们,一样_不敢_恭维_也是_大_让_感觉_是_所以提醒_一定要_早到_误机_便是_入住_感受_只停留_真的是_很差_实在是_有待_
564,武汉,一样_不敢_恭维_也是_大_让_感觉_是_所以提醒_一定要_早到_误机_便是_入住_感受_只停留_真的是_很差_实在是_有待_
564,昆明,也是_大_让_感觉_是_所以提醒_一定要_早到_误机_便是_入住_感受_只停留_真的是_很差_实在是_有待_
564,机场,也是_大_让_感觉_是_所以提醒_一定要_早到_误机_便是_入住_感受_只停留_真的是_很差_实在是_有待_
564,清早,让_感觉_是_所以提醒_一定要_早到_误机_便是_入住_感受_只停留_真的是_很差_实在是_有待_
564,人,感觉_是_所以提醒_一定要_早到_误机_便是_入住_感受_只停留_真的是_很差_实在是_有待_
564,春运,所以提醒_一定要_早到_误机_便是_入住_感受_只停留_真的是_很差_实在是_有待_
564,火车站,所以提醒_一定要_早到_误机_便是_入住_感受_只停留_真的是_很差_实在是_有待_
564,朋友,一定要_早到_误机_便是_入住_感受_只停留_真的是_很差_实在是_有待_
564,们,一定要_早到_误机_便是_入住_感受_只停留_真的是_很差_实在是_有待_
564,饭店,感受_只停留_真的是_很差_实在是_有待_
564,个人,感受_只停留_真的是_很差_实在是_有待_
564,小时,真的是_很差_实在是_有待_
564,性价比,真的是_很差_实在是_有待_
564,加强,
565,个人,感觉_不好_所谓_好像有_是_有_是_甚至看到_有_牵_大_还是_都没有_只能_顺_找_感觉_不专业_
565,酒店,感觉_不好_所谓_好像有_是_有_是_甚至看到_有_牵_大_还是_都没有_只能_顺_找_感觉_不专业_
565,硬件,所谓_好像有_是_有_是_甚至看到_有_牵_大_还是_都没有_只能_顺_找_感觉_不专业_
565,酒店,好像有_是_有_是_甚至看到_有_牵_大_还是_都没有_只能_顺_找_感觉_不专业_
565,公寓,好像有_是_有_是_甚至看到_有_牵_大_还是_都没有_只能_顺_找_感觉_不专业_
565,层,是_有_是_甚至看到_有_牵_大_还是_都没有_只能_顺_找_感觉_不专业_
565,客房,有_是_甚至看到_有_牵_大_还是_都没有_只能_顺_找_感觉_不专业_
565,居民,甚至看到_有_牵_大_还是_都没有_只能_顺_找_感觉_不专业_
565,人,牵_大_还是_都没有_只能_顺_找_感觉_不专业_
565,电梯,牵_大_还是_都没有_只能_顺_找_感觉_不专业_
565,白狗,还是_都没有_只能_顺_找_感觉_不专业_
565,酒店,还是_都没有_只能_顺_找_感觉_不专业_
565,无论院,还是_都没有_只能_顺_找_感觉_不专业_
565,外,还是_都没有_只能_顺_找_感觉_不专业_
565,楼,都没有_只能_顺_找_感觉_不专业_
565,门边,都没有_只能_顺_找_感觉_不专业_
565,海悦,只能_顺_找_感觉_不专业_
565,滨江,只能_顺_找_感觉_不专业_
565,酒店,只能_顺_找_感觉_不专业_
565,之类,只能_顺_找_感觉_不专业_
565,牌子,只能_顺_找_感觉_不专业_
565,门牌,找_感觉_不专业_
565,房间,太吵_不用叫醒_或闹钟_
565,准醒,
565,浴室,有_非常冷_
565,玻璃,非常冷_
565,砖,非常冷_
565,墙,非常冷_
565,量,少_单点要_软件_太差_到_坐_根本没_理_说_有_预定_要_住_
565,工作,太差_到_坐_根本没_理_说_有_预定_要_住_
565,人员,太差_到_坐_根本没_理_说_有_预定_要_住_
565,素质,太差_到_坐_根本没_理_说_有_预定_要_住_
565,台,坐_根本没_理_说_有_预定_要_住_
565,人,根本没_理_说_有_预定_要_住_
565,人,理_说_有_预定_要_住_
565,房间,要_住_
565,店,
565,人,开成_不专业_
565,发票,开成_不专业_
566,超差,建议_不要_来_住_开_找_不着_
566,人,不要_来_住_开_找_不着_
566,大门,开_找_不着_
566,胡同,找_不着_
566,服务员,聊天_吵_醒_不用_该_提供_不声明_是_不能_用_无用_够_喝_
566,闹钟,该_提供_不声明_是_不能_用_无用_够_喝_
566,服务,不声明_是_不能_用_无用_够_喝_
566,长话,不声明_是_不能_用_无用_够_喝_
566,网络,不声明_是_不能_用_无用_够_喝_
566,前台,不声明_是_不能_用_无用_够_喝_
566,投诉,无用_够_喝_
566,态度,够_喝_
566,哈尔滨,这样破坏_
566,形象,这样破坏_
567,酒店,很安静_好找_长_转_没看到_才找到_1600弄_
567,位置,好找_长_转_没看到_才找到_1600弄_
567,宁路,转_没看到_才找到_1600弄_
567,遵义,转_没看到_才找到_1600弄_
567,路口,转_没看到_才找到_1600弄_
567,门牌,才找到_1600弄_
567,中山,地铁站_下来_往西沿长_走_往前左_就是_遵义路_不要拐_过去_继续_往前走_一直走_小_挂_
567,公园,地铁站_下来_往西沿长_走_往前左_就是_遵义路_不要拐_过去_继续_往前走_一直走_小_挂_
567,宁路,走_往前左_就是_遵义路_不要拐_过去_继续_往前走_一直走_小_挂_
567,右边,走_往前左_就是_遵义路_不要拐_过去_继续_往前走_一直走_小_挂_
567,中山,往前左_就是_遵义路_不要拐_过去_继续_往前走_一直走_小_挂_
567,路口,往前左_就是_遵义路_不要拐_过去_继续_往前走_一直走_小_挂_
567,高架,往前左_就是_遵义路_不要拐_过去_继续_往前走_一直走_小_挂_
567,手,就是_遵义路_不要拐_过去_继续_往前走_一直走_小_挂_
567,路,就是_遵义路_不要拐_过去_继续_往前走_一直走_小_挂_
567,长宁路,一直走_小_挂_
567,右手,一直走_小_挂_
567,巷,挂_
567,巷,挂_
567,长宁路,
567,1600弄,
567,酒店,非常近_逛_吃饭_很方便_
567,地铁站,非常近_逛_吃饭_很方便_
567,龙,非常近_逛_吃饭_很方便_
567,梦,非常近_逛_吃饭_很方便_
567,购物,非常近_逛_吃饭_很方便_
567,中心,非常近_逛_吃饭_很方便_
567,街,吃饭_很方便_
567,交通,很方便_
567,物,有所_差_太小_携程_给_再能_优惠_非常好_点评_补充_携程_低_
567,值,差_太小_携程_给_再能_优惠_非常好_点评_补充_携程_低_
567,锦江,差_太小_携程_给_再能_优惠_非常好_点评_补充_携程_低_
567,星,差_太小_携程_给_再能_优惠_非常好_点评_补充_携程_低_
567,价格,差_太小_携程_给_再能_优惠_非常好_点评_补充_携程_低_
567,价格,再能_优惠_非常好_点评_补充_携程_低_
567,补充,点评_补充_携程_低_
567,锦江,携程_低_
567,星,携程_低_
567,会员,携程_低_
567,会员卡,不要_订_会_员卡需要_买_经常住_很划算_
567,携程,订_会_员卡需要_买_经常住_很划算_
567,话,很划算_
568,行政,套房_还算_满意_仍有_以下_或许装修_较久_有_久有_严重泛黄_共享仅_有时要_等_较久_需_有_不方便_是_还算方便_不远_就是_能_提供_简易_中_想_更能_符合_反馈_感谢_选择_达_给予_宝贵_
568,楼,套房_还算_满意_仍有_以下_或许装修_较久_有_久有_严重泛黄_共享仅_有时要_等_较久_需_有_不方便_是_还算方便_不远_就是_能_提供_简易_中_想_更能_符合_反馈_感谢_选择_达_给予_宝贵_
568,原则,还算_满意_仍有_以下_或许装修_较久_有_久有_严重泛黄_共享仅_有时要_等_较久_需_有_不方便_是_还算方便_不远_就是_能_提供_简易_中_想_更能_符合_反馈_感谢_选择_达_给予_宝贵_
568,看法,或许装修_较久_有_久有_严重泛黄_共享仅_有时要_等_较久_需_有_不方便_是_还算方便_不远_就是_能_提供_简易_中_想_更能_符合_反馈_感谢_选择_达_给予_宝贵_
568,走道,有_久有_严重泛黄_共享仅_有时要_等_较久_需_有_不方便_是_还算方便_不远_就是_能_提供_简易_中_想_更能_符合_反馈_感谢_选择_达_给予_宝贵_
568,厨房,有_久有_严重泛黄_共享仅_有时要_等_较久_需_有_不方便_是_还算方便_不远_就是_能_提供_简易_中_想_更能_符合_反馈_感谢_选择_达_给予_宝贵_
568,霉味,久有_严重泛黄_共享仅_有时要_等_较久_需_有_不方便_是_还算方便_不远_就是_能_提供_简易_中_想_更能_符合_反馈_感谢_选择_达_给予_宝贵_
568,厨房,久有_严重泛黄_共享仅_有时要_等_较久_需_有_不方便_是_还算方便_不远_就是_能_提供_简易_中_想_更能_符合_反馈_感谢_选择_达_给予_宝贵_
568,设备,久有_严重泛黄_共享仅_有时要_等_较久_需_有_不方便_是_还算方便_不远_就是_能_提供_简易_中_想_更能_符合_反馈_感谢_选择_达_给予_宝贵_
568,电梯,共享仅_有时要_等_较久_需_有_不方便_是_还算方便_不远_就是_能_提供_简易_中_想_更能_符合_反馈_感谢_选择_达_给予_宝贵_
568,住户,共享仅_有时要_等_较久_需_有_不方便_是_还算方便_不远_就是_能_提供_简易_中_想_更能_符合_反馈_感谢_选择_达_给予_宝贵_
568,时间,需_有_不方便_是_还算方便_不远_就是_能_提供_简易_中_想_更能_符合_反馈_感谢_选择_达_给予_宝贵_
568,电梯,需_有_不方便_是_还算方便_不远_就是_能_提供_简易_中_想_更能_符合_反馈_感谢_选择_达_给予_宝贵_
568,小,有_不方便_是_还算方便_不远_就是_能_提供_简易_中_想_更能_符合_反馈_感谢_选择_达_给予_宝贵_
568,楼梯,有_不方便_是_还算方便_不远_就是_能_提供_简易_中_想_更能_符合_反馈_感谢_选择_达_给予_宝贵_
568,居住,是_还算方便_不远_就是_能_提供_简易_中_想_更能_符合_反馈_感谢_选择_达_给予_宝贵_
568,对面,不远_就是_能_提供_简易_中_想_更能_符合_反馈_感谢_选择_达_给予_宝贵_
568,吉之岛五,能_提供_简易_中_想_更能_符合_反馈_感谢_选择_达_给予_宝贵_
568,锅具,中_想_更能_符合_反馈_感谢_选择_达_给予_宝贵_
568,套昂,反馈_感谢_选择_达_给予_宝贵_
568,设备,反馈_感谢_选择_达_给予_宝贵_
568,定义,反馈_感谢_选择_达_给予_宝贵_
568,宾馆,反馈_感谢_选择_达_给予_宝贵_
568,事,达_给予_宝贵_
568,酒店,给予_宝贵_
568,酒店,宝贵_
568,建议,
568,酒店,现有_简易_提供_有限_需要_免费提供_使用_
568,厨具,提供_有限_需要_免费提供_使用_
568,数量,有限_需要_免费提供_使用_
568,客人,需要_免费提供_使用_
568,情况,免费提供_使用_
568,锅具,使用_
568,餐具,使用_
568,客人,使用_
568,选择,达_
568,事,达_
568,酒店,
569,地理,佳_在_
569,位置,佳_在_
569,市中心,
569,酒店,服务_好_丰富_
569,早餐,丰富_
569,品种,丰富_
569,商务,满意_还算_干净_
569,数码,满意_还算_干净_
569,房,满意_还算_干净_
569,计算机,满意_还算_干净_
569,宽带,满意_还算_干净_
569,速度,满意_还算_干净_
569,房间,还算_干净_
569,湖南路,
569,小吃,
569,街近,
570,酒店,真好_被_截_给_之后派车_接_
570,服务员,真好_被_截_给_之后派车_接_
570,大雨,截_给_之后派车_接_
570,长途车站,给_之后派车_接_
570,酒店,之后派车_接_
570,电话,之后派车_接_
570,房间,不敢_恭维_太旧_而且有_
570,味道,
571,酒店,比较有限_还是不错_还算_到位_入_是_最边上_比较低_较差_自助式_还可以_适中_不缺_就是_比较少_但去_办事_是_最方便_
571,房型,比较有限_还是不错_还算_到位_入_是_最边上_比较低_较差_自助式_还可以_适中_不缺_就是_比较少_但去_办事_是_最方便_
571,商务,还是不错_还算_到位_入_是_最边上_比较低_较差_自助式_还可以_适中_不缺_就是_比较少_但去_办事_是_最方便_
571,标准,还是不错_还算_到位_入_是_最边上_比较低_较差_自助式_还可以_适中_不缺_就是_比较少_但去_办事_是_最方便_
571,设施,还算_到位_入_是_最边上_比较低_较差_自助式_还可以_适中_不缺_就是_比较少_但去_办事_是_最方便_
571,服务,还算_到位_入_是_最边上_比较低_较差_自助式_还可以_适中_不缺_就是_比较少_但去_办事_是_最方便_
571,住,是_最边上_比较低_较差_自助式_还可以_适中_不缺_就是_比较少_但去_办事_是_最方便_
571,房间,是_最边上_比较低_较差_自助式_还可以_适中_不缺_就是_比较少_但去_办事_是_最方便_
571,房间,比较低_较差_自助式_还可以_适中_不缺_就是_比较少_但去_办事_是_最方便_
571,房间,比较低_较差_自助式_还可以_适中_不缺_就是_比较少_但去_办事_是_最方便_
571,温度,比较低_较差_自助式_还可以_适中_不缺_就是_比较少_但去_办事_是_最方便_
571,保温性,较差_自助式_还可以_适中_不缺_就是_比较少_但去_办事_是_最方便_
571,早餐,还可以_适中_不缺_就是_比较少_但去_办事_是_最方便_
571,午餐,还可以_适中_不缺_就是_比较少_但去_办事_是_最方便_
571,口味,还可以_适中_不缺_就是_比较少_但去_办事_是_最方便_
571,价位,适中_不缺_就是_比较少_但去_办事_是_最方便_
571,酒店,不缺_就是_比较少_但去_办事_是_最方便_
571,客源,比较少_但去_办事_是_最方便_
571,位置,比较少_但去_办事_是_最方便_
571,偏僻,比较少_但去_办事_是_最方便_
571,出租车,比较少_但去_办事_是_最方便_
571,开发区,办事_是_最方便_
572,上面,有些不安_
572,点评,有些不安_
572,芜湖,说_实在_能_住_应该_说_是_不错_
572,地方,说_实在_能_住_应该_说_是_不错_
572,宾馆,应该_说_是_不错_
572,芜湖,还会_选择_
572,酒店,
573,酒店,很旧_很小_就是_小_
573,楼道,就是_小_
573,黑暗,就是_小_
573,旅馆,
573,设施,
573,吉林省,还不错_
573,宾馆,还不错_
574,酒店,更差_尝试_住_决定_不会_再住_反馈_原订_想_改为_大_造成_
574,诚信,更差_尝试_住_决定_不会_再住_反馈_原订_想_改为_大_造成_
574,宾馆,反馈_原订_想_改为_大_造成_
574,客人,原订_想_改为_大_造成_
574,标准,想_改为_大_造成_
