Serial,Aspect,Opinion(List)
477,ntu.nlp.component.WordWithEmotion@30a7972d,退房_说_很差_还不错_还漏水_很小_睡_不着_吵_也许是_不同_
478,ntu.nlp.component.WordWithEmotion@4ab6244f,还算_但没有_很大_干净_
479,ntu.nlp.component.WordWithEmotion@7c09e4da,比较老_还是_还是_一般_很值_健康_来_很小_所以感觉_坏_是_新_比较陈旧_不是_
480,ntu.nlp.component.WordWithEmotion@6d8fe3d4,不悦_收费_提出_一下公用_不高兴_很是_没敢_跑_付钱_很干净_用_满足_找_都有_公用_不是_不是_不过话_寄存_怕_住在_怕_到_而是_不怎么样_并没有_很好_甚至说_徒步爬_就有_比较方便_倒_说_好有_回来_有_携程_害_很一般_感觉_却搪塞_都是_搞笑_睡觉_都收费_不好_搪塞_拿_打搅_不方便_离_但做车_乱七八糟_很近_服务_还摆_很失望_
481,ntu.nlp.component.WordWithEmotion@1b6ab7e,不高_早餐难吃_很小_糟糕_不低_感觉_
482,ntu.nlp.component.WordWithEmotion@7fb4de12,入住_不适合_差_
483,ntu.nlp.component.WordWithEmotion@3b5fb13e,遇上_也合适_很大_挺快_有_打_很合理_预定_很慢_足够_经常断_走_把_会_还敲下_足疗_够_收到_走道而言_良好_都会_人往_到_要_还有_不靠_有_挂_入_铁定_过来_不要_招呼_关心_出门_到_用_值班_一定要_打_也满足_就能_不错_打_有_干净_很简单_听见_比较差_睡_来_还有_就是_肯定会_挺客气_不算_很简洁_出去_就来_事先询问_敲门_指_要_问_
484,ntu.nlp.component.WordWithEmotion@76d7be6,差_处理_还好床_干净_很怀疑_太小_堵塞_够_星级_是_淋_早_半夜来_
485,ntu.nlp.component.WordWithEmotion@24e13cd9,出差_正好是_办事_
486,ntu.nlp.component.WordWithEmotion@3f61dd79,让_相信_是_不错_住_是_再_很不错_小_很不错_觉得_比较舒服_
487,ntu.nlp.component.WordWithEmotion@32135371,就有_还不错_
488,ntu.nlp.component.WordWithEmotion@12cb3966,住_步行_不如住_还是内部_只是_也一般_装修_恐怕携程_已经落后_是_提醒_无缘入_太不值_
489,ntu.nlp.component.WordWithEmotion@5c25612d,有_简陋_还有_还是_略显_很不错_
490,ntu.nlp.component.WordWithEmotion@1a0f009e,发现_不是_换到_出_脏_进门_完_消毒_吃_很肮_很生_硬_小_连梳头_大_刚开_所谓_太可怕_很肮脏_很小_都有_不想_刚洗_梳_去_擦洗_赶紧走人_动手_
491,ntu.nlp.component.WordWithEmotion@4ef1926f,很小_都不如_相差无几_
492,ntu.nlp.component.WordWithEmotion@55c4dde6,还算_干净_很大_但没有_
493,ntu.nlp.component.WordWithEmotion@6fc45307,没有接到_说_不负责任_可能_到_说_说_完全是_打_回来_建议_太差_住_打_说_不说_打给_晚点_没有接到_说_实在是_还好意思_不要_差_要_实在是_还答应_随便住_是_无法联系_可以_上_到_接_订_没有接到_打_完全没有_
494,ntu.nlp.component.WordWithEmotion@422729e4,还不错_很好_
495,ntu.nlp.component.WordWithEmotion@192f59aa,确实不错_是_五星级_标准_
496,ntu.nlp.component.WordWithEmotion@73a7b4d0,及时发现_投诉_回复_值班_遗留_结果忘_怎么无_说_回复_投诉_要_并要求_换房_及时通知_打_未给_还是_给_不知四_给_协助_
497,ntu.nlp.component.WordWithEmotion@74fff02,订_只入_打_是否_还给_问_扣_入住_要_套_住_
498,ntu.nlp.component.WordWithEmotion@14eee00e,不方便_走_打_有_招呼_偏贵_要_
499,ntu.nlp.component.WordWithEmotion@4eb7c1de,但被_服务_努力_服及_欢迎_反馈_再次光临_感谢_颇为陈旧_尚可_也会_
500,ntu.nlp.component.WordWithEmotion@218fe32,还是_比较高_
501,ntu.nlp.component.WordWithEmotion@36d885b1,不想_装修_感觉_
502,ntu.nlp.component.WordWithEmotion@41314398,最差_选择_需_说_太勉强_比较远_都是_就到_问_１１元_太冷_好选择_要_打车_〞_〞_加上_不要_才找到_不合理_不是_问_没有_２楼吃_而且找_当时发现_请问_最没有_可以_开始_不到_可能_多要_打_３３０元_帮忙_也是_就算_是_说_是_也花_打车_但是没有_帮_服务_多说_含_问_只有_不需要_比较偏僻_因离_很冷_可能_不知道_认为_是_吃_看_完全感受_问_说_快快退房_是_早餐_说_停_问_还要_有_竟然问_没有_进到_是_要_订_特奇怪_为什么要_就感到_到_太晚_有_入住_充点评_说_也无能为力_到_有_去_登记_不想_受气．补_遍_
503,ntu.nlp.component.WordWithEmotion@94cd198,是_还称_经济型_为_如家_
504,ntu.nlp.component.WordWithEmotion@125456ed,已经脱_舒适_似_补充_跟_最差_来_至少是_中等_修_没有_到处空荡荡_点评_没有_叫_都差_浴缸_服务_大_多是_没有_坏_住_没有服务_还算_很差_都懒_
505,ntu.nlp.component.WordWithEmotion@5f16eb01,服务_较大_不错_
506,ntu.nlp.component.WordWithEmotion@599ebf6c,看到_不错_太好用_还是不错_就是_很热情_可以_
507,ntu.nlp.component.WordWithEmotion@4529796b,到_成_所谓_买_只有_是_在叫_是_用_很小_甚至可能_直呼其名_洗_还臭_后续改建_违章_一看_登记_说_应该_到_是_是_只能_住_
508,ntu.nlp.component.WordWithEmotion@25e28346,还算_值得_住_一般_
509,ntu.nlp.component.WordWithEmotion@3a187c18,听_携城_少_外出_是_非常清楚_说话_很有_不方便_只是_住_太没有_非常茶_服务_快速_不含_只好躲_太好_比较陈旧_620NET_所谓_不好_打_是_
510,ntu.nlp.component.WordWithEmotion@1d7b2974,很近_尚待_也好_
511,ntu.nlp.component.WordWithEmotion@de8dcb,太好_相当到位_不太好_就是_很不错_
512,ntu.nlp.component.WordWithEmotion@132f0adf,管_打_进_不会_要_住_没_再去_很慢_进去_
513,ntu.nlp.component.WordWithEmotion@7572c04f,简陋_肮脏_可怕_绝对是_
514,ntu.nlp.component.WordWithEmotion@40afbec6,好找_出差_很方便_
515,ntu.nlp.component.WordWithEmotion@5215da57,太高_够好_
516,ntu.nlp.component.WordWithEmotion@18b1afdb,太长_
517,ntu.nlp.component.WordWithEmotion@39905f87,比较合适_推荐_住_很不错_去_
518,ntu.nlp.component.WordWithEmotion@356fb597,很方便_已经住_当然好啦_
519,ntu.nlp.component.WordWithEmotion@38fae7e9,是_没有_很不错_所以服务_太大_很长_住_还是_临街_有_比较安静_
520,ntu.nlp.component.WordWithEmotion@608f8f38,也许是_也掉_搬行_去_只有_怎么评_在漏水_是_住_要_下来_没有_不知道_是_很少_不坐落_要_正好下雨_订_吃_就是_
521,ntu.nlp.component.WordWithEmotion@7103d70e,准备_感到_5:00离开_体贴_让_很热情_十分温馨_
522,ntu.nlp.component.WordWithEmotion@331c1219,都不错_可_挑剔_没_
523,ntu.nlp.component.WordWithEmotion@77e84185,很小_
524,ntu.nlp.component.WordWithEmotion@3125c043,比较大_不错_
525,ntu.nlp.component.WordWithEmotion@257187ea,一般_还可以_睡_饿_很方便_吃_已经搬家_般_倒是_吵_好觉_不方便_想_坐_别住_
526,ntu.nlp.component.WordWithEmotion@409226da,很陈旧_很少_亲切_很干净_起码能_不方便_收到_有_很周到_饱_而且排列_有序有_很脏_过_右_很破旧_让_很齐_而且有_感觉_收费_吃_还有_过_错有_规范_不到_热_还要_有_递交_出门_
527,ntu.nlp.component.WordWithEmotion@3b34d354,很吵_太旧_偏高_大_挨_不符_
528,ntu.nlp.component.WordWithEmotion@91e4e2a,一点高级_看到_
529,ntu.nlp.component.WordWithEmotion@249dac13,赣电_勉强入住_不到_定_
530,ntu.nlp.component.WordWithEmotion@6b8c262c,找_不到_联系_有点成旧_感觉_高挂_手试_于是想_用_挺高_去_没有_有_入住_发现_下楼_没有_都知道_实在找_只得_
531,ntu.nlp.component.WordWithEmotion@3e1e49dd,全是_陈旧_
532,ntu.nlp.component.WordWithEmotion@36836c07,正好看到_就叫_开_忘_
533,ntu.nlp.component.WordWithEmotion@6e295b86,度假_纱照_组织_去_大_一起去_是_拍婚_
534,ntu.nlp.component.WordWithEmotion@5d37f2ea,还有_帮_洗_给_要_还住_再来_象_真的不错_以后有_免费帮_送_有_大_住_有_想_洗_
535,ntu.nlp.component.WordWithEmotion@42d1076,顺利_将一如既往_感谢_一般般_下次应该_新_再住_推出_星级_衷心祝_欢迎_再次下榻_有_保持_反馈_促销_基本属于_不会_
536,ntu.nlp.component.WordWithEmotion@2a93b51e,形容_用_比较干净_比较旧_很小_只能_整洁_
537,ntu.nlp.component.WordWithEmotion@4757da68,玩_最差_
538,ntu.nlp.component.WordWithEmotion@58c4066f,宽敞_恶_收费_很舒服_几乎放满_套_填满_缝_做_很可怕_坐_宽敞_浴到_各种各样_亟待改进_半躺_小_所以可以_入住_黑色_是_少见_高雅_不干净_有_办_铺_见_
539,ntu.nlp.component.WordWithEmotion@2d828ef0,不值_
540,ntu.nlp.component.WordWithEmotion@567645e7,较高_而且收费_不错_停车_比较齐_太方便_高_
541,ntu.nlp.component.WordWithEmotion@6ee76d09,星级_零星级_
542,ntu.nlp.component.WordWithEmotion@1ba7a2c1,不方便_不方便_不是_
543,ntu.nlp.component.WordWithEmotion@1aae3b16,照样打_一定要_拖_打_无法用_再打_取钱_不然存放_交押_告诉_搞_很烦_不要_
544,ntu.nlp.component.WordWithEmotion@24a92f09,太差_不住_太旧_根本达_还要_终于忍_换_不到_这么贵_
545,ntu.nlp.component.WordWithEmotion@5f4f0aac,没看到_长_很安静_好找_才找到_1600弄_转_
546,ntu.nlp.component.WordWithEmotion@3e45d316,就这样_或没有_降到_
547,ntu.nlp.component.WordWithEmotion@5a25694a,非常慢_只是大扫除_比较老旧_评价_
548,ntu.nlp.component.WordWithEmotion@4e23a782,预定_没有问_就开_住_入住_要_
549,ntu.nlp.component.WordWithEmotion@6ca6fe2,办_很方便_订购_
550,ntu.nlp.component.WordWithEmotion@547761e9,不错_好_太小_豪华_
551,ntu.nlp.component.WordWithEmotion@69bd3351,比较简陋_贵_入_住_太有_
552,ntu.nlp.component.WordWithEmotion@4744113,很干净_就是_稍旧_很不错_也收拾_
553,ntu.nlp.component.WordWithEmotion@6c5c48ad,倒是_有_没按摩_
554,ntu.nlp.component.WordWithEmotion@1ea78d6f,表扬_服务_非常服务_快速有_要_星级_有_周到_
555,ntu.nlp.component.WordWithEmotion@a368222,没有_稍有陈旧_非常好_很棒_有_方便_就开工_非常丰盛_还行_不着_隔壁_被_完全睡_没有_说话_很热情_很快_没有小_也算_都有_极差_在装修_房送_特地帮_来_送_从别出弄_不错_比较有_吵醒_
556,ntu.nlp.component.WordWithEmotion@998b6b,不方便_没有_
557,ntu.nlp.component.WordWithEmotion@60901e1b,有些陈旧_
558,ntu.nlp.component.WordWithEmotion@15a8b024,不含_长途_很干净_很近_相对没有_
559,ntu.nlp.component.WordWithEmotion@75c41697,不转_太旧_很差_欠_旋转_
560,ntu.nlp.component.WordWithEmotion@1ca74fe8,软_很舒服_
561,ntu.nlp.component.WordWithEmotion@2c6f170a,到_不是_打_太好_
562,ntu.nlp.component.WordWithEmotion@3151a850,并不高_
563,ntu.nlp.component.WordWithEmotion@6801357b,out_唯一_服务_取消_是_很礼貌_入住_还是住_十分混乱_唯一可_较简陋_不错_理解_净洁_用_苦等_害_还可以_很重视_不了_取_预订_感觉_就走_下订_不考虑_有_再入住_做_使_
564,ntu.nlp.component.WordWithEmotion@275e5395,仅供_申明_来接_给_需要_没找到_接机_曾打_托_参考_提前预订_找_
565,ntu.nlp.component.WordWithEmotion@21c16f64,好像有_有_有_还是_所谓_顺_是_甚至看到_不好_找_大_是_都没有_感觉_不专业_牵_感觉_只能_
566,ntu.nlp.component.WordWithEmotion@22781f8c,住_不要_找_来_不着_开_建议_
567,ntu.nlp.component.WordWithEmotion@7c5f3201,才找到_长_转_好找_很安静_1600弄_没看到_
568,ntu.nlp.component.WordWithEmotion@4dcc1f71,达_或许装修_是_有_宝贵_给予_不远_就是_还算_还算方便_符合_感谢_反馈_仍有_套房_满意_需_严重泛黄_更能_有时要_以下_等_简易_中_较久_提供_能_想_共享仅_较久_不方便_久有_有_选择_
569,ntu.nlp.component.WordWithEmotion@14245b9e,在_佳_
570,ntu.nlp.component.WordWithEmotion@5efaec66,截_真好_之后派车_接_被_给_
571,ntu.nlp.component.WordWithEmotion@2bb64d41,最边上_还是不错_是_比较有限_还算_办事_到位_入_比较少_是_但去_比较低_适中_还可以_最方便_就是_自助式_较差_不缺_
572,ntu.nlp.component.WordWithEmotion@4d89fcd2,有些不安_
573,ntu.nlp.component.WordWithEmotion@1e3566c3,很旧_小_很小_就是_
574,ntu.nlp.component.WordWithEmotion@43ed9bb3,改为_尝试_大_住_造成_决定_反馈_原订_更差_想_再住_不会_
575,ntu.nlp.component.WordWithEmotion@2489279c,不错_很舒适_
576,ntu.nlp.component.WordWithEmotion@28878581,定_
577,ntu.nlp.component.WordWithEmotion@594decf0,很近_住_看_很好_太低_不到_轻轨_
578,ntu.nlp.component.WordWithEmotion@afeae5e,入住_可惜_都是_烫_好找_入住_到_偏高_开热水_不知是_也是_没有_靠_是_太小_又把_就是_稍好_要_死_太大_
579,ntu.nlp.component.WordWithEmotion@5669a2f5,挺不错_觉得_保持_已经住_继续_希望_
580,ntu.nlp.component.WordWithEmotion@3149af25,有_去_方便_比较新_比较方便_还是_
581,ntu.nlp.component.WordWithEmotion@5c89bf6a,投诉_不是_不着_不到_有_黑黑_就拆_都有_是_没有_以前有_出来_还有_找_还是_没洗_不知道_睡_干净_煲_连倒_
582,ntu.nlp.component.WordWithEmotion@5775f79c,有_很浓_非常差_
583,ntu.nlp.component.WordWithEmotion@1d34fa0,特别关注_如下_很暖和_蛮大_是_还算_感觉_盖_很干净_很近_有点旧_很舒服_
584,ntu.nlp.component.WordWithEmotion@5810924f,不好_排_漏风_住_
585,ntu.nlp.component.WordWithEmotion@27f5adb4,都能_相同_隔_还有_很差_基本是_用_主要考虑_就是_临近_听见_出来_在_很清楚_才去_非常小_走到_住_不隔音_做事_排出_见面_
586,ntu.nlp.component.WordWithEmotion@725f18ea,深刻_比较低_
587,ntu.nlp.component.WordWithEmotion@415ce54f,久远_有_太好_很差_如家_还是有_不及_还有_是_很旧_很吵_是_所以到_
588,ntu.nlp.component.WordWithEmotion@39d2c70f,又旧_接受_可以_又脏_还算_
589,ntu.nlp.component.WordWithEmotion@3d0ac771,比较旧_不错_没有_
590,ntu.nlp.component.WordWithEmotion@eabeb06,启用_定_点评_不上_是_不好_不明白_根本比_不相信_没到位_便宜_新_老_定_可_说_携程_吵闹_携程_大_星级_不怎么_有_携程_不会_
591,ntu.nlp.component.WordWithEmotion@38d2de70,星级_较大_比较宽敞_
592,ntu.nlp.component.WordWithEmotion@1c09a835,也好服务_还会_好_打_仔细核对_真的是_还心有余_评价_不得了_结果好_有_说_
593,ntu.nlp.component.WordWithEmotion@3e023df4,爬山_太郁闷_还可以_还要_
594,ntu.nlp.component.WordWithEmotion@5317dfa,只能_欠_不知_一样_杀_一样_酒店去_越来越差_每去_收费确是_
595,ntu.nlp.component.WordWithEmotion@7445aabf,推荐_吃饭_不放便_太差_自带_紧邻_很不错_不错_
596,ntu.nlp.component.WordWithEmotion@9cd1d3c,不错_很干净_
597,ntu.nlp.component.WordWithEmotion@793a532a,感到_并叮嘱_让_临_之后感觉_突发_回去_较近_十分便利_还不错_有_更让_返程_只要到_关心_好转_还帮_买_提供_入住_感觉_太好_多注意_陪_非常感动_一定要_不至_入住_拨打_异地_给予_选择_服务_发生_到_身处_询问_吸氧_还接到_到_输液_送上_及时帮_所以选择_可口_不是_入住_还将_要_彬彬有_行行_
598,ntu.nlp.component.WordWithEmotion@642a2893,告诉_非常愤怒_更低_让_入住_携程_满墙_能_恶心_热情_给_签_死_而且没有_是_
599,ntu.nlp.component.WordWithEmotion@bcdfe45,停车_有_不方便_很多_感觉_太处于_尤其脱离_差_
600,ntu.nlp.component.WordWithEmotion@f06a11,很安静_还可以_也好_
601,ntu.nlp.component.WordWithEmotion@27c38292,超级恶劣_
602,ntu.nlp.component.WordWithEmotion@14b153a3,算是_难得_
603,ntu.nlp.component.WordWithEmotion@5e9fcf2,非常差_有_很浓_
604,ntu.nlp.component.WordWithEmotion@44dd76e6,延迟_坐_离_坐_只是希望_打到_一样_非常有利_可_太贵_可以_还是有_是_打_早餐收费_
605,ntu.nlp.component.WordWithEmotion@27a9195c,而是_典型_很有_不是_很清静_还算_选择_方便_是_
606,ntu.nlp.component.WordWithEmotion@4ebffb5b,有_送到_没有到_有_了解_吃_酒店安排_可以_不错_步行_充足_改住_到达_很大_要_有_豪华_开始_多够_很方便_预定_太小_到_出发_
607,ntu.nlp.component.WordWithEmotion@1e0f3bc1,每去_一样_只能_欠_一样_不知_杀_收费确是_酒店去_越来越差_
608,ntu.nlp.component.WordWithEmotion@7a1c0b51,不见得能_入住_很方便_来到_没来_过_找到_
609,ntu.nlp.component.WordWithEmotion@472b3178,但被_较一般_服务_白_巾洁_
610,ntu.nlp.component.WordWithEmotion@64bce1c8,小_还会_不错_入住_
611,ntu.nlp.component.WordWithEmotion@2c8b4523,太长_
612,ntu.nlp.component.WordWithEmotion@6b6813ad,就是_感觉_就有_不错_出门_前台_很好_就一般_躺在_不方便_看见_就可以_需要_
613,ntu.nlp.component.WordWithEmotion@7de3f9f1,基本为_宾馆反馈_感谢_应该_一般_新装_再次试住_很方便_欢迎_一般_还有_
614,ntu.nlp.component.WordWithEmotion@22e7dc9,感觉_装修_不想_
615,ntu.nlp.component.WordWithEmotion@3a44183d,旧_也撤资_
616,ntu.nlp.component.WordWithEmotion@4c936aad,很好_干净_很快_整洁_时尚_
617,ntu.nlp.component.WordWithEmotion@6240ab21,不会_相信_用_并踩死_假_看_巾千万别_自备_很脏_用_发现_是_要_
618,ntu.nlp.component.WordWithEmotion@3a335ec,温馨_不足_加上没有_高_比较合理_比较安静_简洁_不高_好_
619,ntu.nlp.component.WordWithEmotion@50291ad1,很舒服_可_住_不怎么样_
620,ntu.nlp.component.WordWithEmotion@3a9fb874,怎么走_较优越_较好_不知道_
621,ntu.nlp.component.WordWithEmotion@4c06e5bd,还会_接受_住_还能_应该_特别好_下次来_
622,ntu.nlp.component.WordWithEmotion@58d50249,有_比较方便_小_也无所_属于_适中_
623,ntu.nlp.component.WordWithEmotion@889342f,太陈旧_很差劲_恶劣_
624,ntu.nlp.component.WordWithEmotion@67c0fe09,有_简陋_很不错_还是_还有_略显_
625,ntu.nlp.component.WordWithEmotion@2f663616,一样_开阔_豪华_订_位_到_还放_豪华_一看_还是_
626,ntu.nlp.component.WordWithEmotion@5f68f6a9,很不错_不上_更高级_可能比_
627,ntu.nlp.component.WordWithEmotion@641a022e,特别小_
628,ntu.nlp.component.WordWithEmotion@67854d59,对待_差_不热情_
629,ntu.nlp.component.WordWithEmotion@60994327,有_不是_背_太认识_很方便_可以_就算_又是_
630,ntu.nlp.component.WordWithEmotion@6e07e6fc,勉强能_算_最贵_来_爬到_被_进门_不言而喻_大_最要命_改_是_怀_很大气_应_大_是_恶_粗_进入_完全没有_有_完全翻新_一圆_感觉_住_就是_老_满_
631,ntu.nlp.component.WordWithEmotion@48cde2d3,请_很不错_旧_忽冷忽热_挺好_洗澡_谢谢_维护_再检查_服务_首先感谢_会_比较严重_但对_反馈_唯一洗澡_现有_完善_
632,ntu.nlp.component.WordWithEmotion@44e6affc,不愧是_步行_仅需_
633,ntu.nlp.component.WordWithEmotion@52becbb,很好_位于_也高_
634,ntu.nlp.component.WordWithEmotion@6c2eba4,就被_熏_一进_减少_出来_开_这么小_不见_大床_没有住_老臭_
635,ntu.nlp.component.WordWithEmotion@66fc5f73,感觉_多是_
636,ntu.nlp.component.WordWithEmotion@42deabd7,非常好_
637,ntu.nlp.component.WordWithEmotion@28e3d28d,收取_乱收费_不好_
638,ntu.nlp.component.WordWithEmotion@5143bf4,有_可_仍然收取_不满意_到达_
639,ntu.nlp.component.WordWithEmotion@736c12c6,吐_完_一样_洗_有_以后没有_还好_就是_是_令_想_说_就像_拖拖_太小_
640,ntu.nlp.component.WordWithEmotion@3c44c05d,住_说_不负_个个装_推说_忘_简陋_严重鄙视_公共_差不说给_未果_干涉_折磨_不在_巨大_找_补充_饱受_是_傻_
641,ntu.nlp.component.WordWithEmotion@45b13894,很好_还是不错_还需要_收费_是否应该_柔和_宽敞_改进_整洁_
642,ntu.nlp.component.WordWithEmotion@75f9a04a,浩海_停_是_无_住_反复打_差_才要_坏_不选择_来_
643,ntu.nlp.component.WordWithEmotion@578a96c8,
644,ntu.nlp.component.WordWithEmotion@4bb1515e,这给_以为_是_娱乐_高_让_有_迎宾_不好_可_去_接着推荐_询问_宾至如归_
645,ntu.nlp.component.WordWithEmotion@66551924,刚装修_给_有_压抑_偏暗_很漂亮_偏低_
646,ntu.nlp.component.WordWithEmotion@5ce5bef8,太差_
647,ntu.nlp.component.WordWithEmotion@6f5cbb6d,不错_
648,ntu.nlp.component.WordWithEmotion@31152a39,不符合_几乎没有_太利害_恶劣_考虑_星级_不符_
649,ntu.nlp.component.WordWithEmotion@64871d5b,免费_有_买_靠_有_还有_好逛_挺美_有_表扬_还是_问_很喜欢_挑_有_顺便搞_出_要_马上介绍_看_是_还放_很热情_可以_帮_借_不错_入住_免费_登记_SHOPPING_可以_在经营_很好闻_有_也漂亮_大洋_
650,ntu.nlp.component.WordWithEmotion@629874ec,觉得_要_筹_高出_比如家_
651,ntu.nlp.component.WordWithEmotion@7246486,入住_都不错_非常好_
652,ntu.nlp.component.WordWithEmotion@66439d13,还总_不好_给_问_
653,ntu.nlp.component.WordWithEmotion@60fd7ed8,很干净_
654,ntu.nlp.component.WordWithEmotion@2292c8a7,没有_没有_
655,ntu.nlp.component.WordWithEmotion@52b35dac,推荐_还会_还不错_是_忘_感觉_住_
656,ntu.nlp.component.WordWithEmotion@7dcaf19e,拉_不正规_去_买_最后中断_有_包_买_突然说_
657,ntu.nlp.component.WordWithEmotion@16bcfc97,非常满意_
658,ntu.nlp.component.WordWithEmotion@516b292a,不知道_说_还要_怎么体验_小_是_停车_很重_好_收费_
659,ntu.nlp.component.WordWithEmotion@525bae28,普通_较近_很有_所以选择_接近_
660,ntu.nlp.component.WordWithEmotion@106ee56,但值得_基本到位_稍显简陋_
661,ntu.nlp.component.WordWithEmotion@6e0950a0,都一般_还可以_值_太高_
662,ntu.nlp.component.WordWithEmotion@258c70d0,干净_如下_还有_是_回来_间接提升_粗心大意把_液镜_最值得_很难得_不是_住_入住_马上送回_感觉_捡后_赞_很贵_配制_可_都是_掉_
663,ntu.nlp.component.WordWithEmotion@27427af2,定_
664,ntu.nlp.component.WordWithEmotion@7d95ba00,大_很陈旧_太大_住_却没有_只能_预订_
665,ntu.nlp.component.WordWithEmotion@70e69669,居然没有_老旧_
666,ntu.nlp.component.WordWithEmotion@329d0167,不是_老式_很近_老式_很新_
667,ntu.nlp.component.WordWithEmotion@61c72b26,要_不过到_偏远_不错_打车_才发现_比较满意_
668,ntu.nlp.component.WordWithEmotion@5ae1fdf0,还可以_好_
669,ntu.nlp.component.WordWithEmotion@2ae6c62d,找到_最好_
670,ntu.nlp.component.WordWithEmotion@14dcca5c,也没有_帮忙_不满意_就是_无障碍_休息_非常简陋_关键是_更没有_改建_招待_不敢_背_开_
671,ntu.nlp.component.WordWithEmotion@2b6968b7,可以_五星级_还算_起_对_
672,ntu.nlp.component.WordWithEmotion@1559dca5,接机_豪华_折_打完_是_到_蛮准时_还算不错_服务_预定_是_
673,ntu.nlp.component.WordWithEmotion@3ea4df96,差_勉强有_更好_偏低_偏低_偏长_供_薄_星级_薄_
674,ntu.nlp.component.WordWithEmotion@3a5310fb,再选_不会_要_不是_肯定_靠近_襄樊_没有_连锁_
675,ntu.nlp.component.WordWithEmotion@237feca7,
676,ntu.nlp.component.WordWithEmotion@2389da26,合适_比较旧_
677,ntu.nlp.component.WordWithEmotion@2f510704,需_吃_订_最差_不需要_含_〞_说_而且找_认为_加上_充点评_可能_是_帮_不是_受气．补_为什么要_特奇怪_是_到_只有_打_说_竟然问_不要_问_帮忙_也花_好选择_说_问_要_还要_很冷_遍_多说_完全感受_有_进到_因离_说_请问_都是_选择_多要_问_也是_没有_１１元_太晚_要_登记_快快退房_比较远_太勉强_可以_２楼吃_有_比较偏僻_才找到_说_问_问_就到_不合理_就感到_不到_是_打车_去_没有_不想_最没有_早餐_是_太冷_但是没有_就算_停_服务_有_看_〞_打车_不知道_是_到_可能_开始_当时发现_入住_也无能为力_３３０元_
678,ntu.nlp.component.WordWithEmotion@70a3afe0,不到_红_服务_很好_但感觉_还是_
679,ntu.nlp.component.WordWithEmotion@a6fd4e6,非常小_有点像_过_住在_只有_不好_
680,ntu.nlp.component.WordWithEmotion@34024d64,有_很合适_远_相当新_不错_招待_
681,ntu.nlp.component.WordWithEmotion@326fae9,不知道_平时_高_住_有_入住_这么可_不是_旧_还不错_太小_选择_还会_都是_而且显得_很方便_可能_比较有_
682,ntu.nlp.component.WordWithEmotion@7422d89c,入住_稍安静_最差_不会_是_特别是_在刺耳_挂_却有_都是_
683,ntu.nlp.component.WordWithEmotion@1bbb2555,只有_太简单_KTV包_还放_公用_很薄_送_不到_还找_非常差_叼_到_简陋_是_
684,ntu.nlp.component.WordWithEmotion@1b8ffdac,太小_较方便_
685,ntu.nlp.component.WordWithEmotion@a573557,没有定_不好_竟然说_担心_还_联系_要求_预定_
686,ntu.nlp.component.WordWithEmotion@636ee80e,还是不错_
687,ntu.nlp.component.WordWithEmotion@6452222,预定_没有提到_不能_碰到_使用_值_很人性化.呵呵_早餐不错_撒_
688,ntu.nlp.component.WordWithEmotion@24c3e965,比较干净_觉得_预想_还可以_有_入住_好_
689,ntu.nlp.component.WordWithEmotion@3a0ff8be,很不错_推荐_吃饭_太差_不错_不放便_自带_紧邻_
690,ntu.nlp.component.WordWithEmotion@6e939fb9,写_安静_要_
691,ntu.nlp.component.WordWithEmotion@1ddb6366,少_没有配备_难找_有_
692,ntu.nlp.component.WordWithEmotion@2e5accda,高_简洁_比较合理_不高_好_比较安静_不足_加上没有_温馨_
693,ntu.nlp.component.WordWithEmotion@4b3f13fc,中归_星级_是_衷心祝_将一如既往_应该_出_不大_再来_听_再次下榻_感觉_搞_登记_入住_绝对是_促销_日常_订_来_顺利_看_还是_似_赞_想_很快_顺利_就是_推荐_也是_就到_还送_感觉_打_整洁_还是做_但是感觉_非常干净_挺温馨_星级_欢迎_训练有素_不错_新_不错_感谢_有_保持_决定_说_反馈_推出_
694,ntu.nlp.component.WordWithEmotion@1a392bfc,
695,ntu.nlp.component.WordWithEmotion@1f76bad7,要_不是_不到_把_走走_探_近_是_面对_基本看_出去_勉强看到_
696,ntu.nlp.component.WordWithEmotion@2be48964,不如以前_感觉_不够_看来_
697,ntu.nlp.component.WordWithEmotion@28f81abf,严格控制_
698,ntu.nlp.component.WordWithEmotion@38a4069c,延误_已经半夜_
699,ntu.nlp.component.WordWithEmotion@18ae08d1,不同_不说_最好_
700,ntu.nlp.component.WordWithEmotion@49c4ddff,不怎么样_住_很舒服_可_
701,ntu.nlp.component.WordWithEmotion@1bcab62f,都没有_不通风_
702,ntu.nlp.component.WordWithEmotion@197ed5ea,太小_也不至于_办理_也感觉_放在_这么小气_好_是_感觉_不是_好_用_打扫_起来_要_说_不像_是_三星级_比较旧_入住_不用_才送_具_感觉_醒目_还是找_特意把_
703,ntu.nlp.component.WordWithEmotion@560e02b9,得到_
704,ntu.nlp.component.WordWithEmotion@31d4ebd2,吃饭_方便_有_
